CustomerID,Recency,Frequency,Monetary,Cluster
13579,14,2,467.04,0
13581,308,1,118.0,1
13583,155,1,781.03,1
13584,306,1,142.4,1
13587,63,1,712.4,0
13588,15,9,2478.95,0
13589,14,2,379.65000000000003,0
13590,10,6,1981.9199999999998,0
13591,64,3,1117.1299999999999,0
13592,35,4,247.95999999999998,0
13593,107,5,2037.0800000000002,0
13594,52,1,396.97,0
13596,5,2,697.0400000000001,0
13598,46,1,180.17000000000002,0
13599,0,21,5153.67,0
13600,311,1,219.52,1
13601,44,2,693.32,0
13602,64,1,428.89,0
13603,25,1,164.34,0
13606,28,3,280.53999999999996,0
13607,39,1,678.0100000000001,0
13610,11,7,1131.88,0
13611,88,3,1171.7999999999997,0
13614,23,4,1610.46,0
13615,318,1,417.6900000000001,1
13617,39,3,544.18,0
13618,173,1,177.34,1
13621,116,1,213.85,0
13623,30,5,747.7800000000001,0
13626,252,1,257.22999999999996,1
13627,58,5,1638.47,0
13629,22,11,7792.360000000001,0
13630,4,7,2031.7800000000002,0
13631,99,11,3070.42,0
13632,24,5,2121.27,0
13634,32,5,1575.1599999999999,0
13635,67,1,1071.03,0
13636,36,5,949.12,0
13637,51,3,810.5,0
13638,15,1,122.64,0
13639,73,1,1033.3400000000001,0
13642,215,1,354.8,1
13643,30,3,519.44,0
13644,15,4,2624.26,0
13645,119,1,252.1,0
13647,9,4,1678.1200000000001,0
13649,256,2,346.6,1
13650,16,6,1836.3400000000001,0
13651,34,2,94.2,0
13652,45,3,1095.08,0
13654,42,6,2707.33,0
13655,113,2,932.97,0
13656,164,2,379.65000000000003,1
13657,10,2,382.14,0
13658,9,5,2639.1700000000005,0
13659,205,2,1573.1999999999998,1
13662,85,3,897.76,0
13663,178,1,189.47,1
13666,59,3,84.65,0
13667,148,1,305.0199999999999,1
13668,2,21,6363.59,0
13669,50,2,218.55,0
13670,74,1,349.7,0
13672,300,2,186.39,1
13673,18,2,396.91999999999996,0
13675,150,2,486.82000000000005,1
13678,151,1,232.6,1
13680,0,4,3722.42,0
13681,17,4,827.83,0
13682,186,1,59.5,1
13684,285,1,67.23,1
13685,2,7,3119.44,0
13686,182,1,72.0,1
13689,62,1,910.0,0
13690,58,1,172.25000000000003,0
13692,24,3,1488.32,0
13694,3,50,65039.619999999995,2
13695,30,15,2504.13,0
13697,38,1,151.3,0
13699,154,1,308.58,1
13700,25,10,2265.12,0
13703,317,1,99.5,1
13704,4,9,2308.0600000000004,0
13705,7,3,711.86,0
13706,302,1,330.79,1
13707,266,2,806.41,1
13708,270,1,296.88,1
13709,3,13,6328.05,0
13710,31,1,180.48,0
13711,218,2,252.06000000000003,1
13712,246,1,228.83999999999997,1
13715,280,5,1079.3400000000001,1
13716,268,1,138.28,1
13717,31,6,1445.0100000000002,0
13718,245,2,306.54999999999995,1
13719,14,5,1041.68,0
13720,116,4,799.9,0
13721,35,1,524.1400000000001,0
13722,131,3,2375.41,0
13723,216,1,199.85000000000002,1
13725,49,8,1980.56,0
13726,38,2,1079.6599999999999,0
13727,28,2,333.48,0
13728,36,6,1016.1400000000001,0
13730,135,2,752.6,0
13731,218,2,610.59,1
13732,27,1,491.86,0
13735,24,4,2885.2399999999993,0
13736,4,2,731.8999999999999,0
13737,199,1,339.6,1
13739,17,1,216.9,0
13740,240,1,350.75,1
13741,71,3,668.4300000000001,0
13742,16,12,3131.0199999999995,0
13743,2,7,1341.6,0
13744,94,2,1156.3600000000001,0
13745,161,1,300.03999999999996,1
13747,373,1,79.6,1
13748,95,5,948.2499999999999,0
13750,53,5,1647.26,0
13751,287,1,296.25,1
13752,123,6,1186.28,0
13753,287,1,741.26,1
13754,151,2,282.6,1
13755,3,9,2161.35,0
13756,1,14,5189.52,0
13758,11,7,3190.55,0
13759,32,2,659.41,0
13760,53,2,286.78999999999996,0
13761,49,2,1070.65,0
13762,218,1,306.72,1
13763,62,1,1714.9599999999998,0
13764,70,3,1521.7600000000002,0
13767,1,37,17220.36,0
13769,1,10,2796.51,0
13771,63,4,2634.45,0
13772,33,3,1132.13,0
13774,81,1,345.0,0
13777,0,33,25977.160000000003,0
13778,102,1,178.7,0
13780,6,2,360.01000000000005,0
13781,250,1,127.84,1
13782,12,6,912.0,0
13784,9,11,2462.7899999999995,0
13786,366,1,230.4,1
13787,75,2,309.04,0
13790,3,1,348.79999999999995,0
13791,127,2,1516.0,0
13792,65,2,195.54999999999995,0
13798,0,57,37153.85,2
13799,116,2,688.8600000000001,0
13800,309,1,558.32,1
13801,66,1,324.79999999999995,0
13802,138,3,4599.42,0
13803,254,1,277.07000000000005,1
13804,30,7,2635.79,0
13805,51,2,924.5999999999999,0
13806,63,1,256.38,0
13807,366,1,112.6,1
13808,5,5,1747.6600000000003,0
13809,304,1,155.05,1
13810,28,3,1499.0100000000002,0
13811,183,3,814.5,1
13812,41,3,539.0,0
13813,39,4,1366.8600000000001,0
13814,91,2,1579.12,0
13815,21,4,4027.36,0
13816,23,2,571.6700000000001,0
13817,28,2,382.98,0
13819,301,3,1140.35,1
13821,144,2,385.64,1
13822,5,2,632.0,0
13823,18,2,957.66,0
13824,32,5,1698.94,0
13826,175,1,189.5,1
13827,57,3,412.05,0
13828,21,1,209.49000000000004,0
13831,15,6,2202.99,0
13832,18,1,52.2,0
13833,158,1,384.7999999999999,1
13835,24,4,834.57,0
13837,211,2,271.24,1
13838,5,4,691.7299999999999,0
13841,252,1,85.0,1
13842,58,9,3385.6200000000003,0
13844,10,1,361.62,0
13845,64,1,312.98,0
13846,24,3,865.0600000000002,0
13848,91,3,1255.0,0
13849,51,2,1537.95,0
13850,128,1,1595.4800000000002,0
13851,95,3,2651.4599999999996,0
13853,56,1,1090.1399999999999,0
13854,8,25,8109.52,0
13856,168,3,388.5,1
13858,56,1,216.17000000000002,0
13859,325,1,201.16,1
13860,0,5,1245.9,0
13862,17,8,2209.36,0
13863,247,1,305.78,1
13865,57,4,501.56,0
13866,73,1,145.67,0
13867,30,3,1015.29,0
13868,6,2,3192.54,0
13869,122,4,3104.95,0
13870,1,8,2770.94,0
13871,22,13,6403.25,0
13873,119,3,389.59999999999997,0
13874,357,1,540.45,1
13875,53,5,1786.79,0
13876,63,1,122.69999999999999,0
13877,85,1,117.23999999999998,0
13878,54,1,1281.53,0
13880,20,13,3219.7700000000004,0
13881,3,20,17159.52,0
13882,2,5,1191.13,0
13883,10,5,2674.48,0
13884,6,5,787.6000000000001,0
13885,188,2,506.80000000000007,1
13886,70,1,243.56000000000003,0
13887,203,1,349.54999999999995,1
13888,119,2,605.63,0
13889,92,1,416.9,0
13890,0,10,1883.8100000000004,0
13892,26,4,632.97,0
13893,297,1,821.1000000000001,1
13894,23,3,564.6200000000001,0
13895,27,4,2593.0699999999997,0
13897,49,1,311.15999999999997,0
13898,325,1,155.93,1
13899,15,2,388.52,0
13900,182,3,740.9499999999999,1
13901,71,5,2867.2,0
13904,36,2,332.64000000000004,0
13908,79,4,2369.55,0
13911,56,9,2580.91,0
13914,11,2,626.45,0
13917,49,2,272.03999999999996,0
13918,49,2,1212.8400000000004,0
13919,58,2,384.81000000000006,0
13922,351,1,172.24999999999997,1
13923,53,1,351.13000000000005,0
13924,1,6,1838.85,0
13925,92,4,678.25,0
13926,22,1,223.85000000000002,0
13927,74,1,348.99000000000007,0
13928,10,4,464.57,0
13929,168,2,842.65,1
13930,57,2,337.34,0
13931,95,2,1237.53,0
13932,294,1,307.4,1
13933,108,2,608.7899999999998,0
13934,263,1,922.0999999999999,1
13936,179,1,376.5799999999999,1
13937,168,1,158.85,1
13938,34,1,71.66,0
13939,22,3,568.55,0
13940,16,4,839.14,0
13941,21,5,5112.96,0
13946,78,3,561.57,0
13947,64,1,90.6,0
13948,360,1,101.99999999999999,1
13949,2,6,2427.3199999999997,0
13950,10,4,745.0600000000001,0
13951,175,3,674.4499999999998,1
13952,217,2,3251.071,1
13953,6,7,3515.6799999999994,0
13954,1,2,439.92,0
13955,153,2,322.96,1
13956,4,5,1026.42,0
13959,78,3,598.1999999999999,0
13960,20,2,230.22,0
13962,21,2,169.55,0
13963,307,4,664.5400000000001,1
13967,145,1,80.7,1
13969,6,18,9053.939999999999,0
13971,18,8,2758.26,0
13972,70,2,190.25000000000009,0
13973,286,1,264.7,1
13974,48,1,413.59,0
13975,30,6,2526.2799999999997,0
13976,206,1,357.98,1
13978,14,2,196.78999999999996,0
13979,72,1,869.8699999999998,0
13980,59,1,200.14000000000001,0
13982,38,4,1871.81,0
13983,29,12,2603.4300000000003,0
13984,26,5,920.51,0
13985,3,15,7060.13,0
13986,16,1,320.46000000000004,0
13988,19,6,4147.96,0
13989,65,2,1266.08,0
13990,212,1,311.3,1
13991,11,6,855.9700000000001,0
13992,29,1,76.8,0
13993,42,9,3466.3600000000006,0
13994,3,6,2313.1400000000003,0
13995,14,5,1393.69,0
13999,9,12,3901.81,0
14000,210,1,635.66,1
14001,45,3,2043.0800000000002,0
14002,133,2,529.7299999999999,0
14004,42,7,4582.639999999999,0
14005,9,5,2874.72,0
14006,115,3,962.1899999999999,0
14009,197,2,695.6099999999999,1
14012,277,1,328.8,1
14013,109,3,473.0200000000001,0
14014,76,1,505.18,0
14015,52,1,917.3400000000001,0
14016,161,4,4341.21,1
14019,46,3,1421.61,0
14020,16,2,642.8000000000001,0
14021,154,3,631.9000000000001,1
14022,224,1,439.99999999999994,1
14023,6,2,584.0699999999999,0
14024,121,2,327.7,0
14027,60,1,104.82000000000002,0
14029,62,2,467.66,0
14030,17,8,2360.0899999999997,0
14031,6,19,17286.86,0
14032,1,11,2975.59,0
14034,21,3,651.8199999999999,0
14035,28,5,1428.0200000000002,0
14036,284,1,626.65,1
14037,175,2,147.2,1
14038,77,3,1560.3799999999997,0
14039,32,1,152.2,0
14040,40,12,3614.92,0
14041,265,1,141.41,1
14044,26,4,652.8199999999999,0
14045,108,4,1659.75,0
14046,283,1,154.99,1
14047,8,5,1308.6100000000001,0
14048,304,1,409.93,1
14049,16,4,5681.72,0
14050,31,2,746.3599999999999,0
14051,0,23,15610.39,0
14052,19,1,225.36,0
14053,123,2,260.25,0
14054,64,1,92.46000000000001,0
14055,105,1,725.6400000000001,0
14056,0,23,8214.65,0
14057,23,17,6217.959999999999,0
14059,266,1,183.60000000000002,1
14060,4,19,6140.42,0
14062,9,12,10464.850000000002,0
14064,28,5,1353.74,0
14066,266,1,152.55,1
14067,63,2,374.7,0
14068,319,1,265.85,1
14071,3,8,1438.8200000000002,0
14073,31,1,151.04,0
14075,4,3,942.26,0
14076,128,1,122.47,0
14077,40,5,499.4200000000001,0
14078,101,6,1049.37,0
14079,124,1,375.0999999999999,0
14080,32,1,45.599999999999994,0
14081,301,2,934.52,1
14082,364,1,182.24999999999997,1
14083,3,9,1018.4300000000001,0
14085,1,18,4448.540000000001,0
14087,2,1,194.42,0
14088,9,13,50491.81,0
14089,56,1,161.0,0
14090,324,1,76.32000000000001,1
14092,7,14,4076.91,0
14093,11,1,442.84999999999997,0
14096,3,17,65164.79,2
14098,36,1,147.34999999999997,0
14099,15,11,3104.17,0
14100,137,1,194.9,0
14101,73,6,5976.790000000001,0
14102,4,5,1360.28,0
14104,154,2,216.20999999999998,1
14105,238,1,1266.23,1
14107,51,7,2703.23,0
14108,30,2,597.9100000000001,0
14109,72,1,144.2,0
14110,3,12,5683.150000000001,0
14111,13,4,692.85,0
14112,22,7,2915.15,0
14113,3,4,1840.4199999999998,0
14114,273,2,386.53,1
14116,19,5,1382.7399999999998,0
14117,143,1,90.0,1
14121,3,4,2780.1499999999996,0
14124,83,1,419.58,0
14125,10,3,2740.4300000000003,0
14126,7,3,706.1300000000001,0
14127,122,3,709.7099999999999,0
14128,60,2,637.5000000000002,0
14129,1,5,1123.8600000000001,0
14130,318,1,483.86,1
14132,1,11,3586.0299999999997,0
14133,129,3,605.6399999999999,0
14135,1,15,4690.3099999999995,0
14138,1,2,982.3800000000002,0
14139,45,1,415.81999999999994,0
14140,3,2,935.05,0
14141,2,4,915.1300000000001,0
14142,372,1,311.81,1
14143,133,1,115.8,0
14145,46,4,3742.2,0
14146,8,5,4191.0,0
14147,77,2,483.4,0
14148,233,1,157.2,1
14149,220,1,446.62000000000006,1
14150,35,2,658.64,0
14152,74,2,621.2900000000001,0
14154,238,2,1345.62,1
14155,265,1,118.75,1
14156,9,55,117379.63,2
14157,19,2,432.88,0
14158,39,1,507.65999999999997,0
14159,19,11,4693.01,0
14161,215,3,1110.52,1
14162,173,2,289.36,1
14163,86,4,2445.9100000000003,0
14164,70,2,1631.7700000000004,0
14165,275,1,122.54,1
14167,38,4,574.84,0
14171,97,1,363.79,0
14173,10,4,450.8400000000001,0
14174,32,1,134.46,0
14175,59,3,3222.3,0
14176,296,4,576.9,1
14177,85,4,559.4100000000001,0
14178,8,7,1620.9300000000003,0
14179,40,2,719.78,0
14180,10,25,4748.52,0
14184,66,1,452.89,0
14185,330,1,197.65,1
14188,30,6,2054.36,0
14189,1,15,4654.08,0
14191,1,13,4684.76,0
14193,67,2,853.3900000000001,0
14194,4,21,11349.52,0
14195,201,2,1011.9999999999998,1
14196,106,1,335.52,0
14198,17,4,701.4,0
14199,217,1,185.39999999999998,1
14201,59,7,747.44,0
14204,1,1,161.02999999999994,0
14205,16,2,466.70000000000005,0
14206,238,1,328.15999999999997,1
14208,94,1,151.73999999999998,0
14209,10,6,2073.4300000000003,0
14210,105,6,1905.8400000000001,0
14211,52,9,2241.1000000000004,0
14212,89,1,1070.48,0
14214,30,5,1004.3800000000001,0
14215,11,6,1789.72,0
14216,2,4,1839.3,0
14217,1,17,2004.98,0
14218,42,1,169.48000000000002,0
14219,3,1,89.94,0
14220,246,2,632.3999999999999,1
14221,41,9,3432.8,0
14222,176,1,683.1700000000001,1
14223,91,3,991.1300000000001,0
14224,109,4,1050.1200000000001,0
14226,28,5,2232.19,0
14227,25,10,3350.96,0
14229,51,3,1547.2,0
14231,183,3,925.71,1
14232,42,5,2048.07,0
14233,48,4,1462.7200000000003,0
14234,21,4,775.4600000000003,0
14235,74,5,3144.86,0
14236,80,2,490.86,0
14237,372,1,161.00000000000003,1
14238,325,1,146.85000000000002,1
14239,42,11,2380.8500000000004,0
14240,29,2,890.3400000000001,0
14241,183,1,213.70000000000005,1
14242,234,2,280.55,1
14243,8,10,2588.7699999999995,0
14245,219,2,1693.45,1
14246,110,3,1474.0600000000002,0
14247,277,1,136.76999999999998,1
14248,317,1,302.58,1
14250,6,3,1904.05,0
14251,1,5,2879.7,0
14256,259,2,969.06,1
14257,63,5,3099.7200000000003,0
14258,8,9,12669.98,0
14259,141,1,120.0,1
14261,50,2,1163.45,0
14262,7,8,2618.2300000000005,0
14264,154,2,333.97,1
14265,108,2,530.18,0
14267,162,3,1516.24,1
14270,331,1,492.65,1
14271,225,1,112.32,1
14272,73,2,437.96,0
14273,50,4,559.97,0
14276,98,3,1119.7400000000002,0
14277,14,3,4216.2,0
14280,196,1,134.04000000000002,1
14282,2,15,3729.34,0
14284,30,2,595.25,0
14285,20,4,1910.0100000000002,0
14286,23,3,4628.75,0
14287,7,3,176.63,0
14288,212,1,426.6,1
14289,8,6,911.26,0
14290,10,5,2314.6499999999996,0
14291,1,11,3883.25,0
14292,7,9,4871.929999999999,0
14293,2,4,1046.56,0
14295,39,1,166.2,0
14297,17,4,1305.3299999999997,0
14298,7,44,51527.299999999996,2
14299,7,9,3965.62,0
14300,18,1,43.2,0
14301,116,1,640.1400000000001,0
14304,222,1,383.45,1
14305,70,3,1858.9600000000003,0
14306,50,2,2093.3199999999997,0
14307,88,6,2995.72,0
14309,7,9,2352.53,0
14311,242,1,310.26,1
14312,46,6,1611.59,0
14314,106,1,120.0,0
14315,44,6,2481.13,0
14317,64,1,508.58,0
14320,206,2,477.78999999999996,1
14321,10,5,1530.7500000000002,0
14323,114,2,605.0600000000001,0
14326,241,1,183.85000000000002,1
14327,162,1,311.65000000000003,1
14329,16,7,5014.84,0
14331,123,2,462.65999999999997,0
14332,22,3,866.3100000000001,0
14333,67,1,415.2,0
14334,16,8,2552.21,0
14335,15,2,468.25999999999993,0
14336,16,4,1614.91,0
14338,160,2,588.2199999999999,1
14339,242,1,309.52,1
14340,218,1,134.7,1
14341,44,8,2182.28,0
14342,20,4,668.5600000000002,0
14344,126,8,889.9300000000002,0
14345,38,1,108.98000000000002,0
14346,120,2,1021.58,0
14348,259,1,409.57,1
14349,9,1,133.5,0
14350,273,1,282.93,1
14351,164,1,51.0,1
14352,156,4,1078.9600000000003,1
14353,214,1,90.6,1
14354,5,2,163.62,0
14355,365,1,174.4,1
14356,79,2,701.23,0
14357,42,1,225.76999999999998,0
14359,18,3,912.1800000000001,0
14360,31,4,2128.2300000000005,0
14362,21,1,161.2,0
14364,108,8,3717.35,0
14367,7,16,9261.52,0
14368,319,1,155.0,1
14371,294,1,100.5,1
14373,357,1,76.55,1
14375,184,1,257.68,1
14377,190,2,617.05,1
14379,43,2,348.1,0
14381,51,1,202.68,0
14382,25,1,626.07,0
14383,37,3,1247.6899999999998,0
14385,8,3,202.11,0
14386,296,1,142.4,1
14387,32,3,1770.5600000000002,0
14388,9,8,3212.84,0
14389,64,2,1043.46,0
14390,9,9,4652.82,0
14393,217,1,67.94999999999999,1
14395,1,9,3507.71,0
14396,64,2,487.99000000000007,0
14397,2,19,2612.9600000000005,0
14400,148,1,574.6999999999999,1
14401,3,13,4051.4799999999996,0
14403,129,4,1475.8100000000002,0
14404,33,6,1474.3200000000002,0
14406,118,1,156.75,0
14407,106,6,2157.73,0
14408,10,7,2606.53,0
14409,70,6,2059.4500000000003,0
14410,91,9,1105.07,0
14411,310,1,1063.0,1
14412,42,2,770.0300000000001,0
14413,361,1,122.7,1
14414,91,7,1496.9800000000002,0
14415,0,13,5900.280000000001,0
14416,21,2,490.2200000000001,0
14418,3,3,1937.25,0
14419,10,6,1058.06,0
14420,98,1,387.52,0
14421,56,2,813.1100000000001,0
14422,0,6,4263.639999999999,0
14423,217,1,265.2,1
14424,17,1,322.08,0
14426,23,10,4481.67,0
14427,49,2,363.34000000000003,0
14428,6,5,1244.83,0
14431,302,1,470.36000000000007,1
14432,9,6,2255.51,0
14434,21,6,1372.8,0
14436,98,1,89.06,0
14437,365,1,63.0,1
14438,305,1,131.9,1
14439,319,1,2661.24,1
14440,7,5,2357.6800000000003,0
14441,0,4,1712.8900000000003,0
14442,204,2,1589.82,1
14443,53,4,1420.2,0
14446,0,4,1039.58,0
14447,18,5,1163.2300000000002,0
14448,8,2,375.35,0
14449,18,4,907.1,0
14450,180,3,483.24999999999994,1
14451,59,2,662.59,0
14452,10,2,264.44,0
14453,189,1,119.93,1
14456,4,9,3062.3999999999996,0
14457,310,1,113.64,1
14459,154,1,1837.92,1
14460,109,3,434.34000000000003,0
14461,147,3,2103.0599999999995,1
14462,65,11,2004.02,0
14463,97,3,529.62,0
14465,246,3,1058.62,1
14466,28,7,2272.4,0
14467,17,4,598.76,0
14470,11,2,461.19000000000005,0
14472,103,8,1936.84,0
14473,73,2,234.34,0
14474,45,1,547.6600000000001,0
14475,71,3,925.85,0
14476,256,1,215.7,1
14477,19,4,1309.6000000000001,0
14479,253,2,316.24999999999994,1
14480,10,1,279.05,0
14481,164,2,636.51,1
14482,17,6,2068.15,0
14483,281,1,137.10000000000002,1
14484,49,1,321.92,0
14485,38,1,165.75,0
14487,26,6,1196.3300000000002,0
14488,67,1,1064.2800000000002,0
14489,206,1,463.38,1
14491,174,2,340.93,1
14493,6,5,2383.2400000000002,0
14494,25,1,139.56,0
14495,50,2,123.8,0
14496,311,2,538.8100000000001,1
14497,308,1,475.37,1
14498,42,5,1957.3200000000002,0
14499,25,3,815.3199999999999,0
14500,87,3,356.85,0
14501,183,2,251.21,1
14502,19,11,2470.67,0
14503,2,6,3543.26,0
14504,46,4,673.26,0
14505,16,8,5905.64,0
14506,16,5,2012.17,0
14507,23,6,1383.18,0
14508,21,2,276.42,0
14511,10,5,1314.8100000000002,0
14512,187,2,275.28,1
14513,100,3,455.59000000000003,0
14514,60,3,1055.35,0
14515,17,6,2102.0899999999997,0
14517,32,2,330.45000000000005,0
14518,63,1,174.37,0
14520,1,2,270.6,0
14522,23,4,974.54,0
14523,107,1,241.09,0
14524,31,9,1867.6800000000003,0
14525,19,9,4332.2,0
14527,2,55,8508.82,0
14528,36,1,364.21999999999997,0
14529,59,3,620.04,0
14530,25,6,2925.9100000000003,0
14532,235,4,932.8500000000001,1
14533,24,7,1949.7200000000003,0
14534,2,18,4447.050000000001,0
14535,59,3,2864.19,0
14536,259,1,171.8,1
14537,57,1,355.56,0
14538,64,2,388.24999999999994,0
14539,15,2,537.48,0
14540,9,3,996.26,0
14541,58,8,1461.65,0
14542,185,1,103.25000000000001,1
14543,28,16,3630.3300000000004,0
14544,23,2,2024.4499999999998,0
14546,4,5,2578.09,0
14547,3,8,4007.54,0
14548,150,2,652.8,1
14549,310,1,289.24,1
14550,10,2,765.6200000000001,0
14551,17,2,186.23000000000002,0
14552,151,1,165.07,1
14553,18,5,859.2700000000001,0
14554,9,4,2381.04,0
14555,56,2,324.14,0
14557,84,1,788.38,0
14560,6,22,2237.7699999999995,0
14561,75,3,1080.76,0
14562,3,18,5074.77,0
14565,95,4,3099.1200000000003,0
14566,110,1,1432.0,0
14567,56,2,1530.3600000000001,0
14569,0,1,227.39,0
14570,280,2,218.06,1
14572,2,7,2832.84,0
14573,179,9,1653.42,1
14576,371,1,35.400000000000006,1
14577,12,4,859.7100000000002,0
14578,2,1,168.63,0
14581,16,1,138.6,0
14582,40,1,114.11,0
14583,5,5,1052.55,0
14584,168,4,1042.2600000000002,1
14585,49,1,157.05,0
14586,276,1,237.35999999999999,1
14587,18,9,1601.1399999999999,0
14589,371,1,39.75,1
14591,14,4,1447.14,0
14592,34,3,570.4599999999999,0
14593,21,3,617.99,0
14594,6,2,379.8299999999999,0
14595,19,6,1740.6000000000001,0
14597,10,2,883.1500000000001,0
14598,43,1,221.97,0
14600,305,1,393.33,1
14601,10,1,213.96000000000004,0
14603,274,1,660.0,1
14606,0,93,12156.650000000001,2
14607,15,14,16569.5,0
14608,3,4,1785.1499999999999,0
14609,71,4,601.5600000000001,0
14616,242,3,406.08000000000004,1
14618,8,3,553.44,0
14619,245,1,394.43999999999994,1
14620,205,2,412.78000000000003,1
14621,0,5,1788.3600000000004,0
14622,184,1,320.58,1
14623,31,5,889.2499999999999,0
14624,56,2,225.85000000000002,0
14625,195,2,899.63,1
14626,23,4,2791.27,0
14628,90,2,671.9599999999999,0
14629,3,2,959.01,0
14631,50,3,1006.98,0
14632,262,1,114.56,1
14633,265,1,344.9000000000001,1
14636,35,2,609.8500000000001,0
14638,50,1,443.6,0
14639,51,6,2984.4900000000002,0
14640,23,6,2125.08,0
14641,21,1,110.46000000000001,0
14642,58,1,96.12,0
14643,169,2,693.81,1
14644,67,2,830.76,0
14645,156,2,597.0899999999999,1
14646,1,74,280206.02,2
14647,200,1,243.21999999999997,1
14649,4,4,1417.29,0
14651,66,2,654.5999999999999,0
14652,76,1,114.18,0
14653,0,7,1947.5499999999997,0
14655,7,4,1932.23,0
14656,168,2,291.05,1
14657,17,4,848.22,0
14658,4,2,247.14999999999998,0
14659,8,9,2529.93,0
14660,86,2,285.73999999999995,0
14661,26,1,107.95,0
14662,28,4,771.1700000000001,0
14664,19,2,637.8900000000001,0
14665,60,5,1835.6999999999998,0
14666,23,1,195.25,0
14667,10,25,9241.2,0
14669,241,3,1269.9900000000002,1
14670,279,2,411.53000000000003,1
14672,234,2,765.55,1
14673,2,5,1736.4,0
14675,15,1,604.7500000000001,0
14676,30,6,2548.2400000000002,0
14680,24,16,28754.11,0
14681,70,3,498.95,0
14682,187,2,52.0,1
14684,25,5,1236.2799999999997,0
14687,106,1,628.38,0
14688,7,21,5630.870000000001,0
14689,208,1,112.80000000000001,1
14690,43,2,371.7,0
14691,30,5,2114.33,0
14692,136,4,591.5500000000001,0
14693,264,1,172.9,1
14696,3,7,2078.95,0
14697,217,2,188.60999999999996,1
14698,1,5,1250.76,0
14699,213,1,109.13000000000001,1
14700,31,3,2235.3,0
14701,10,9,2549.37,0
14702,0,17,3292.1400000000003,0
14703,14,1,318.16999999999996,0
14704,10,9,1546.9099999999999,0
14705,198,1,179.0,1
14708,2,3,1126.37,0
14709,14,13,4921.040000000001,0
14710,13,4,606.13,0
14711,9,11,2868.7999999999997,0
14712,28,3,917.07,0
14713,8,11,2666.36,0
14714,23,1,160.19,0
14715,24,4,867.3800000000001,0
14716,42,2,329.67999999999995,0
14719,1,5,1602.13,0
14720,5,3,663.8100000000002,0
14722,146,1,187.92,1
14723,9,6,1158.3,0
14725,24,1,718.08,0
14727,273,1,268.58000000000004,1
14729,373,1,313.49000000000007,1
14730,0,8,2005.06,0
14731,46,3,380.02000000000004,0
14732,7,8,2702.49,0
14733,15,12,9585.91,0
14735,3,32,6065.6900000000005,0
14737,3,3,1164.55,0
14738,42,7,1314.45,0
14739,3,7,3902.2799999999997,0
14740,196,3,1448.21,1
14741,11,6,1400.3400000000001,0
14744,15,7,1099.98,0
14745,112,5,1220.2600000000002,0
14747,248,1,328.19999999999993,1
14748,28,5,1415.75,0
14752,43,1,389.64,0
14753,86,1,563.1499999999999,0
14754,44,2,638.05,0
14755,9,11,5010.280000000001,0
14756,14,1,738.9599999999998,0
14757,74,1,420.50000000000006,0
14758,144,4,1484.06,0
14759,4,3,1625.97,0
14760,296,1,89.2,1
14761,58,2,255.89999999999998,0
14762,263,1,300.52,1
14764,46,1,278.3,0
14765,28,3,254.11,0
14766,7,6,2473.37,0
14768,16,2,192.60000000000002,0
14769,2,8,10674.75,0
14770,231,2,876.4200000000001,1
14772,111,1,139.26,0
14775,57,3,1011.8999999999997,0
14776,50,11,2538.2999999999993,0
14778,126,2,730.8599999999999,0
14779,280,3,386.15,1
14780,54,2,447.68,0
14782,319,1,200.10000000000002,1
14784,25,2,289.99,0
14785,9,2,77.4,0
14788,6,2,679.4399999999998,0
14789,28,1,197.64000000000001,0
14790,16,4,745.0600000000001,0
14792,63,1,6.2,0
14793,20,1,228.99,0
14794,2,7,1319.91,0
14795,165,1,131.45,1
14796,0,17,8022.49,0
14798,52,3,173.74,0
14799,50,1,157.70000000000002,0
14800,47,12,4339.74,0
14801,60,1,193.13999999999996,0
14803,161,3,845.5500000000001,1
14804,8,1,353.27,0
14805,14,4,554.6500000000001,0
14806,74,1,193.39,0
14808,39,8,2741.17,0
14810,40,11,2087.88,0
14813,369,2,155.42999999999998,1
14815,36,2,778.5,0
14816,196,1,271.85,1
14817,199,2,1110.3400000000001,1
14818,73,3,657.8,0
14819,63,2,272.07,0
14820,20,4,507.28999999999996,0
14821,366,1,48.800000000000004,1
14823,179,3,321.42999999999995,1
14824,9,4,1127.7100000000003,0
14825,3,12,2226.9100000000003,0
14828,196,3,2139.76,1
14829,28,4,697.55,0
14830,52,1,197.13,0
14834,17,6,1720.3,0
14836,9,3,102.45000000000002,0
14837,89,4,1649.5000000000002,0
14840,267,1,62.85,1
14841,52,6,3295.76,0
14842,43,4,2824.6899999999996,0
14844,63,4,3189.8100000000004,0
14847,148,1,309.4,1
14849,21,25,7930.54,0
14850,311,1,325.75,1
14851,22,2,511.3499999999999,0
14852,57,6,2836.69,0
14853,23,2,475.79999999999995,0
14854,77,7,2759.8300000000004,0
14855,118,2,645.65,0
14856,35,3,1311.38,0
14857,59,2,1173.12,0
14859,12,4,1353.74,0
14860,18,1,170.32,0
14861,51,1,125.79,0
14862,25,2,841.1999999999999,0
14863,28,1,266.76,0
14865,6,2,52.199999999999996,0
14866,10,12,14389.900000000001,0
14867,185,3,710.28,1
14868,2,8,2953.59,0
14869,8,2,725.7,0
14870,261,1,327.24999999999994,1
14871,2,4,522.38,0
